"ID";"NameOfStation";"Line";"Longitude_WGS84";"Latitude_WGS84";"AdmArea";"District";"Year";"Month";"global_id";"geodata_center";"geoarea";
"№ п/п";"Станция метрополитена";"Линия";"Долгота в WGS-84";"Широта в WGS-84";"Административный округ";"Район";"Год";"Месяц";"global_id";"geodata_center";"geoarea";
3;Автозаводская;Замоскворецкая линия;37.65858;55.70801;Южный административный округ;Даниловский район;2022;Декабрь;2507467424;;
4;Автозаводская;Замоскворецкая линия;37.65858;55.70801;Южный административный округ;Даниловский район;2023;Январь;2533518833;;
4;Автозаводская;Замоскворецкая линия;37.65858;55.70801;Южный административный округ;Даниловский район;2023;Февраль;2571520007;;
9;Автозаводская;Замоскворецкая линия;37.65858;55.70801;Южный административный округ;Даниловский район;2023;Март;2580343098;;
10;Автозаводская;Замоскворецкая линия;37.65858;55.70801;Южный административный округ;Даниловский район;2023;Апрель;2587546086;;
4;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Январь;1146052532;;
5;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Февраль;1146052543;;
6;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Март;1146052554;;
7;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Апрель;1146052565;;
10;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Май;1146052578;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Июнь;1146052586;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Июль;1146052596;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Август;1146052606;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Сентябрь;1146363738;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Октябрь;1263038830;;
5;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Ноябрь;1266370638;;
6;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2021;Декабрь;1307242048;;
4;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Январь;2257254032;;
6;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Февраль;2359788815;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Март;2362464386;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Апрель;2366418028;;
10;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Май;2370779687;;
9;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Июнь;2375973452;;
9;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Июль;2379935650;;
9;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Август;2382463047;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Сентябрь;2387305147;;
8;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Октябрь;2390268804;;
6;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Ноябрь;2402230297;;
5;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;37.57755224;55.56967951;Юго-Западный административный округ;район Северное Бутово;2022;Декабрь;2507467426;;
